"Statistic Label","Year","Ward","UNIT","VALUE"
"Crops in hectares","2019","Ballybay","Number","259.7"
"Crops in hectares","2019","Banbridge East","Number","455.8"
"Crops in hectares","2019","Banbridge North","Number",""
"Crops in hectares","2019","Banbridge South","Number","3"
"Crops in hectares","2019","Banbridge West","Number","3"
"Crops in hectares","2019","Blackwatertown","Number","692.1"
"Crops in hectares","2019","Bleary","Number","39.4"
"Crops in hectares","2019","Brownlow","Number","3"
"Crops in hectares","2019","Cathedral (Armagh, Banbridge and Craigavon)","Number","6.3"
"Crops in hectares","2019","Corcrain","Number","3"
"Crops in hectares","2019","Craigavon Centre","Number","76.8"
"Crops in hectares","2019","Demesne","Number","14.5"
"Crops in hectares","2019","Derrytrasna","Number","70.7"
"Crops in hectares","2019","Donaghcloney","Number","494.7"
"Crops in hectares","2019","Dromore (Armagh, Banbridge and Craigavon)","Number","23.3"
"Crops in hectares","2019","Gilford","Number","145.1"
"Crops in hectares","2019","Gransha","Number","478"
"Crops in hectares","2019","Hamiltonsbawn","Number","595.5"
"Crops in hectares","2019","Keady","Number","0.2"
"Crops in hectares","2019","Kernan","Number","8.7"
"Crops in hectares","2019","Killycomain","Number","3"
"Crops in hectares","2019","Knocknashane","Number","3"
"Crops in hectares","2019","Lough Road","Number","3"
"Crops in hectares","2019","Loughbrickland","Number","1334.5"
"Crops in hectares","2019","Loughgall","Number","919.8"
"Crops in hectares","2019","Magheralin","Number","46.9"
"Crops in hectares","2019","Mahon","Number","53.5"
"Crops in hectares","2019","Markethill","Number","568.8"
"Crops in hectares","2019","Mourneview","Number","3"
"Crops in hectares","2019","Navan","Number","169"
"Crops in hectares","2019","Parklake","Number",""
"Crops in hectares","2019","Quilly","Number","666.1"
"Crops in hectares","2019","Rathfriland","Number","535.2"
"Crops in hectares","2019","Richhill","Number","282.9"
"Crops in hectares","2019","Seagahan","Number","41.4"
"Crops in hectares","2019","Shankill (Armagh, Banbridge and Craigavon)","Number","3"
"Crops in hectares","2019","Tandragee","Number","146.2"
"Crops in hectares","2019","The Birches","Number","381"
"Crops in hectares","2019","The Mall","Number","70"
"Crops in hectares","2019","Waringstown","Number","91.8"
"Crops in hectares","2019","Andersonstown","Number",""
"Crops in hectares","2019","Ardoyne","Number",""
"Crops in hectares","2019","Ballygomartin","Number","3"
"Crops in hectares","2019","Ballymacarrett","Number",""
"Crops in hectares","2019","Ballymurphy","Number",""
"Crops in hectares","2019","Ballysillan","Number",""
"Crops in hectares","2019","Beechmount","Number",""
"Crops in hectares","2019","Beersbridge","Number",""
"Crops in hectares","2019","Bellevue","Number",""
"Crops in hectares","2019","Belmont","Number","3"
"Crops in hectares","2019","Belvoir","Number",""
"Crops in hectares","2019","Blackstaff","Number",""
"Crops in hectares","2019","Bloomfield (Belfast)","Number",""
"Crops in hectares","2019","Cavehill","Number",""
"Crops in hectares","2019","Central","Number","3"
"Crops in hectares","2019","Chichester Park","Number",""
"Crops in hectares","2019","Cliftonville","Number",""
"Crops in hectares","2019","Clonard","Number",""
"Crops in hectares","2019","Collin Glen","Number","3"
"Crops in hectares","2019","Connswater","Number",""
"Crops in hectares","2019","Cregagh","Number","3"
"Crops in hectares","2019","Duncairn","Number","3"
"Crops in hectares","2019","Dunmurry","Number","3"
"Crops in hectares","2019","Falls","Number",""
"Crops in hectares","2019","Falls Park","Number",""
"Crops in hectares","2019","Finaghy","Number",""
"Crops in hectares","2019","Forth River","Number","3"
"Crops in hectares","2019","Fortwilliam","Number",""
"Crops in hectares","2019","Garnerville","Number","3"
"Crops in hectares","2019","Gilnahirk","Number",""
"Crops in hectares","2019","Hillfoot","Number","3"
"Crops in hectares","2019","Innisfayle","Number","3"
"Crops in hectares","2019","Knock","Number","3"
"Crops in hectares","2019","Ladybrook","Number",""
"Crops in hectares","2019","Lagmore","Number",""
"Crops in hectares","2019","Legoniel","Number",""
"Crops in hectares","2019","Malone","Number",""
"Crops in hectares","2019","Merok","Number",""
"Crops in hectares","2019","Musgrave","Number",""
"Crops in hectares","2019","New Lodge","Number",""
"Crops in hectares","2019","Orangefield","Number","3"
"Crops in hectares","2019","Ormeau","Number",""
"Crops in hectares","2019","Poleglass","Number","3"
"Crops in hectares","2019","Ravenhill","Number",""
"Crops in hectares","2019","Rosetta","Number",""
"Crops in hectares","2019","Sandown","Number",""
"Crops in hectares","2019","Shandon","Number","3"
"Crops in hectares","2019","Shankill (Belfast)","Number",""
"Crops in hectares","2019","Shaw's Road","Number",""
"Crops in hectares","2019","Stewartstown (Belfast)","Number","3"
"Crops in hectares","2019","Stormont","Number","3"
"Crops in hectares","2019","Stranmillis","Number",""
"Crops in hectares","2019","Sydenham","Number",""
"Crops in hectares","2019","Turf Lodge","Number","3"
"Crops in hectares","2019","Twinbrook","Number",""
"Crops in hectares","2019","Upper Malone","Number","3"
"Crops in hectares","2019","Water Works","Number",""
"Crops in hectares","2019","Windsor","Number","3"
"Crops in hectares","2019","Woodstock","Number",""
"Crops in hectares","2019","Woodvale","Number",""
"Crops in hectares","2019","Aghadowey","Number","383.2"
"Crops in hectares","2019","Altahullion","Number","781.7"
"Crops in hectares","2019","Atlantic","Number","3"
"Crops in hectares","2019","Ballycastle","Number","7.5"
"Crops in hectares","2019","Ballykelly","Number","970.5"
"Crops in hectares","2019","Ballymoney East","Number","3"
"Crops in hectares","2019","Ballymoney North","Number","3"
"Crops in hectares","2019","Ballymoney South","Number","2.9"
"Crops in hectares","2019","Castlerock","Number","51"
"Crops in hectares","2019","Churchland","Number","3"
"Crops in hectares","2019","Clogh Mills","Number","148.6"
"Crops in hectares","2019","Coolessan","Number","3"
"Crops in hectares","2019","Dervock","Number","578.9"
"Crops in hectares","2019","Drumsurn","Number","223"
"Crops in hectares","2019","Dundooan","Number","714.6"
"Crops in hectares","2019","Dungiven","Number","3.8"
"Crops in hectares","2019","Dunloy","Number","125.5"
"Crops in hectares","2019","Feeny","Number","64.3"
"Crops in hectares","2019","Garvagh","Number","127.6"
"Crops in hectares","2019","Giant's Causeway","Number","533.6"
"Crops in hectares","2019","Greysteel","Number","339.3"
"Crops in hectares","2019","Greystone (Causeway Coast and Glens)","Number","13.5"
"Crops in hectares","2019","Hopefield","Number","3"
"Crops in hectares","2019","Kilrea","Number","126.1"
"Crops in hectares","2019","Kinbane","Number","256.4"
"Crops in hectares","2019","Loughguile and Stranocum","Number","325.8"
"Crops in hectares","2019","Lurigethan","Number","95.6"
"Crops in hectares","2019","Macosquin","Number","367.4"
"Crops in hectares","2019","Magilligan","Number","1524.6"
"Crops in hectares","2019","Mountsandel","Number","3"
"Crops in hectares","2019","Portrush and Dunluce","Number","138.1"
"Crops in hectares","2019","Portstewart","Number",""
"Crops in hectares","2019","Quarry","Number","3"
"Crops in hectares","2019","Rasharkin","Number","215.2"
"Crops in hectares","2019","Roeside","Number","3"
"Crops in hectares","2019","Route","Number","31.6"
"Crops in hectares","2019","Torr Head and Rathlin","Number","43.5"
"Crops in hectares","2019","University","Number",""
"Crops in hectares","2019","Waterside","Number","3"
"Crops in hectares","2019","Windy Hall","Number","3"
"Crops in hectares","2019","Artigarvan","Number","118.5"
"Crops in hectares","2019","Ballycolman","Number",""
"Crops in hectares","2019","Ballymagroarty","Number","3"
"Crops in hectares","2019","Brandywell","Number",""
"Crops in hectares","2019","Carn Hill","Number",""
"Crops in hectares","2019","Castlederg","Number","4"
"Crops in hectares","2019","Caw","Number","3"
"Crops in hectares","2019","City Walls","Number","3"
"Crops in hectares","2019","Claudy","Number","101.1"
"Crops in hectares","2019","Clondermot","Number","3"
"Crops in hectares","2019","Creggan","Number","3"
"Crops in hectares","2019","Creggan South","Number",""
"Crops in hectares","2019","Culmore","Number","293"
"Crops in hectares","2019","Drumahoe","Number","9.4"
"Crops in hectares","2019","Dunnamanagh","Number","336.5"
"Crops in hectares","2019","Ebrington","Number","3"
"Crops in hectares","2019","Eglinton","Number","48.8"
"Crops in hectares","2019","Enagh","Number","898.8"
"Crops in hectares","2019","Finn","Number","122.4"
"Crops in hectares","2019","Foyle Springs","Number",""
"Crops in hectares","2019","Galliagh","Number","3"
"Crops in hectares","2019","Glenderg","Number","28"
"Crops in hectares","2019","Glenelly Valley","Number","302.8"
"Crops in hectares","2019","Kilfennan","Number","3"
"Crops in hectares","2019","Lisnagelvin","Number","3"
"Crops in hectares","2019","Madam's Bank","Number",""
"Crops in hectares","2019","New Buildings","Number","3"
"Crops in hectares","2019","Newtownstewart","Number","461.1"
"Crops in hectares","2019","Northland","Number","3"
"Crops in hectares","2019","Park (Derry and Strabane)","Number","80.1"
"Crops in hectares","2019","Shantallow","Number","3"
"Crops in hectares","2019","Shantallow East","Number",""
"Crops in hectares","2019","Sheriff's Mountain","Number","297.5"
"Crops in hectares","2019","Sion Mills","Number","169.9"
"Crops in hectares","2019","Skeoge","Number","3"
"Crops in hectares","2019","Slievekirk","Number","639.4"
"Crops in hectares","2019","Springtown","Number",""
"Crops in hectares","2019","Strabane North","Number","7.3"
"Crops in hectares","2019","Strabane West","Number",""
"Crops in hectares","2019","Victoria (Derry and Strabane)","Number","10.1"
"Crops in hectares","2019","Ballinamallard","Number","11"
"Crops in hectares","2019","Belcoo and Garrison","Number","0.2"
"Crops in hectares","2019","Belleek and Boa","Number",""
"Crops in hectares","2019","Beragh","Number","70"
"Crops in hectares","2019","Boho,Cleenish and Letterbreen","Number","13.8"
"Crops in hectares","2019","Brookeborough","Number","12.1"
"Crops in hectares","2019","Camowen","Number","7.6"
"Crops in hectares","2019","Castlecoole","Number","10.2"
"Crops in hectares","2019","Coolnagard","Number",""
"Crops in hectares","2019","Dergmoney","Number",""
"Crops in hectares","2019","Derrygonnelly","Number","52"
"Crops in hectares","2019","Derrylin","Number","7.3"
"Crops in hectares","2019","Donagh","Number",""
"Crops in hectares","2019","Dromore (Fermanagh and Omagh)","Number","46.2"
"Crops in hectares","2019","Drumnakilly","Number",""
"Crops in hectares","2019","Drumquin","Number","46.8"
"Crops in hectares","2019","Ederney and Kesh","Number",""
"Crops in hectares","2019","Erne","Number","3"
"Crops in hectares","2019","Fairy Water","Number","128.1"
"Crops in hectares","2019","Fintona","Number","34.4"
"Crops in hectares","2019","Florence Court and Kinawley","Number","15"
"Crops in hectares","2019","Gortin","Number","32.6"
"Crops in hectares","2019","Gortrush","Number","13"
"Crops in hectares","2019","Irvinestown","Number","0.1"
"Crops in hectares","2019","Killyclogher","Number","3"
"Crops in hectares","2019","Lisbellaw","Number",""
"Crops in hectares","2019","Lisnarrick","Number","2"
"Crops in hectares","2019","Lisnaskea","Number",""
"Crops in hectares","2019","Maguiresbridge","Number","1.3"
"Crops in hectares","2019","Newtownbutler","Number",""
"Crops in hectares","2019","Newtownsaville","Number",""
"Crops in hectares","2019","Owenkillew","Number","11.8"
"Crops in hectares","2019","Portora","Number",""
"Crops in hectares","2019","Rosslea","Number","13.9"
"Crops in hectares","2019","Rossorry","Number",""
"Crops in hectares","2019","Sixmilecross","Number","0.7"
"Crops in hectares","2019","Strule","Number",""
"Crops in hectares","2019","Tempo","Number","12.3"
"Crops in hectares","2019","Termon","Number","8.5"
"Crops in hectares","2019","Trillick","Number","0.1"
"Crops in hectares","2019","Ballinderry","Number","276"
"Crops in hectares","2019","Ballyhanwood","Number","133.8"
"Crops in hectares","2019","Ballymacash","Number",""
"Crops in hectares","2019","Ballymacbrennan","Number","286.3"
"Crops in hectares","2019","Ballymacoss","Number",""
"Crops in hectares","2019","Beechill","Number","3"
"Crops in hectares","2019","Blaris","Number","262.6"
"Crops in hectares","2019","Cairnshill","Number","3"
"Crops in hectares","2019","Carrowreagh","Number","193.1"
"Crops in hectares","2019","Carryduff East","Number","39.1"
"Crops in hectares","2019","Carryduff West","Number","27.4"
"Crops in hectares","2019","Derryaghy","Number",""
"Crops in hectares","2019","Dromara","Number","70.4"
"Crops in hectares","2019","Drumbo","Number","137.1"
"Crops in hectares","2019","Dundonald","Number","3"
"Crops in hectares","2019","Enler","Number",""
"Crops in hectares","2019","Galwally","Number",""
"Crops in hectares","2019","Glenavy","Number","105.2"
"Crops in hectares","2019","Graham's Bridge","Number",""
"Crops in hectares","2019","Harmony Hill","Number","3"
"Crops in hectares","2019","Hilden","Number","3"
"Crops in hectares","2019","Hillhall","Number","85.7"
"Crops in hectares","2019","Hillsborough","Number","112.1"
"Crops in hectares","2019","Knockbracken","Number","3"
"Crops in hectares","2019","Knockmore","Number","3"
"Crops in hectares","2019","Lagan","Number","854.5"
"Crops in hectares","2019","Lagan Valley","Number",""
"Crops in hectares","2019","Lambeg","Number","96"
"Crops in hectares","2019","Lisnagarvey","Number",""
"Crops in hectares","2019","Maghaberry","Number","257.3"
"Crops in hectares","2019","Magheralave","Number","3"
"Crops in hectares","2019","Maze","Number","251.5"
"Crops in hectares","2019","Moira","Number","139.2"
"Crops in hectares","2019","Moneyreagh","Number","206.7"
"Crops in hectares","2019","Newtownbreda","Number","3"
"Crops in hectares","2019","Old Warren","Number","3"
"Crops in hectares","2019","Ravernet","Number","256.6"
"Crops in hectares","2019","Stonyford","Number","73.7"
"Crops in hectares","2019","Wallace Park","Number","3"
